CodigoTerritorial,CodigoMesa,Mesa,NroVotantes
21902,21902114010,10,738
21902,21902114011,11,936
21902,21902114012,12,883
21902,21902114013,13,893
21902,21902114014,14,230
21902,21902114015,15,955
21902,21902114016,16,604
22001,22001115001,1,77
22001,22001115002,2,739
22001,22001115003,3,253
22001,22001115004,4,473
22001,22001115005,5,52
22001,22001115006,6,520
22001,22001115007,7,887
22001,22001115008,8,286
22001,22001115009,9,159
22001,22001115010,10,307
22002,22002116001,1,240
22002,22002116002,2,610
22002,22002116003,3,690
22002,22002116004,4,114
22002,22002116005,5,21
22002,22002116006,6,495
30101,30101117001,1,166
30101,30101117002,2,979
30101,30101117003,3,474
30101,30101117004,4,100
30101,30101117005,5,262
30101,30101117006,6,110
30101,30101117007,7,546
30101,30101117008,8,213
30101,30101117009,9,692
30101,30101117010,10,489
30101,30101117011,11,170
30101,30101117012,12,163
30101,30101117013,13,222
30101,30101117014,14,224
30101,30101117015,15,67
30201,30201118001,1,899
30201,30201118002,2,339
30201,30201118003,3,143
30201,30201118004,4,973
30201,30201118005,5,419
30202,30202119001,1,202
30202,30202119002,2,20
30202,30202119003,3,78
30202,30202119004,4,774
30202,30202119005,5,655
30202,30202119006,6,191
30202,30202119007,7,355
30202,30202119008,8,924
30202,30202119009,9,673
30202,30202119010,10,930
30202,30202119011,11,623
30202,30202119012,12,167
30202,30202119013,13,25
30202,30202119014,14,657
30202,30202119015,15,316
30202,30202119016,16,467
30202,30202119017,17,814
30203,30203120001,1,578
30301,30301121001,1,162
30301,30301121002,2,824
30301,30301121003,3,663
30301,30301121004,4,912
30301,30301121005,5,640
30301,30301121006,6,287
30301,30301121007,7,784
30301,30301121008,8,413
30301,30301121009,9,987
30301,30301121010,10,701
30301,30301121011,11,530
30301,30301121012,12,406
30301,30301121013,13,271
30301,30301121014,14,479
30301,30301121015,15,46
30301,30301121016,16,446
30301,30301121017,17,931
30301,30301121018,18,163
30301,30301121019,19,700
30302,30302122001,1,973
30302,30302122002,2,673
30302,30302122003,3,703
30302,30302122004,4,932
30302,30302122005,5,663
30302,30302122006,6,723
30302,30302122007,7,134
30302,30302122008,8,836
30302,30302122009,9,278
30302,30302122010,10,95
30302,30302122011,11,359
30302,30302122012,12,509
30302,30302122013,13,153
30302,30302122014,14,894
30302,30302122015,15,561
30302,30302122016,16,702
30302,30302122017,17,805
30302,30302122018,18,447
30302,30302122019,19,592
30303,30303123001,1,173
30303,30303123002,2,944
30303,30303123003,3,68
30303,30303123004,4,697
30303,30303123005,5,547
30303,30303123006,6,49
30303,30303123007,7,980
30303,30303123008,8,695
30303,30303123009,9,825
30303,30303123010,10,264
30303,30303123011,11,322
30303,30303123012,12,502
30303,30303123013,13,742
30303,30303123014,14,161
30303,30303123015,15,933
30303,30303123016,16,585
30303,30303123017,17,814
30303,30303123018,18,883
30303,30303123019,19,729
30303,30303123020,20,639
30401,30401124001,1,212
30401,30401124002,2,471
30401,30401124003,3,95
30401,30401124004,4,199
30401,30401124005,5,187
30401,30401124006,6,494
30401,30401124007,7,607
30401,30401124008,8,807
30401,30401124009,9,245
30401,30401124010,10,167
30401,30401124011,11,143
30401,30401124012,12,165
30401,30401124013,13,1
30401,30401124014,14,424
30402,30402125001,1,239
30402,30402125002,2,709
30403,30403126001,1,481
30403,30403126002,2,339
30403,30403126003,3,36
30403,30403126004,4,431
30403,30403126005,5,928
30403,30403126006,6,400
30403,30403126007,7,440
30403,30403126008,8,576
30403,30403126009,9,618
30403,30403126010,10,434
30403,30403126011,11,829
30403,30403126012,12,15
30403,30403126013,13,649
30404,30404127001,1,332
30404,30404127002,2,208
30404,30404127003,3,877
30404,30404127004,4,976
30404,30404127005,5,46
30404,30404127006,6,592
30404,30404127007,7,137
30404,30404127008,8,355
30404,30404127009,9,871
30404,30404127010,10,747
30404,30404127011,11,227
30404,30404127012,12,270
30404,30404127013,13,803
30404,30404127014,14,288
30404,30404127015,15,759
30404,30404127016,16,942
30501,30501128001,1,799
30501,30501128002,2,963
30501,30501128003,3,744
30501,30501128004,4,215
30501,30501128005,5,15
30501,30501128006,6,497
30502,30502129001,1,239
30502,30502129002,2,458
30502,30502129003,3,434
30502,30502129004,4,72
30502,30502129005,5,526
30502,30502129006,6,79
30502,30502129007,7,325
30502,30502129008,8,673
30502,30502129009,9,779
30502,30502129010,10,715
30502,30502129011,11,283
30502,30502129012,12,915
30502,30502129013,13,334
30502,30502129014,14,453
30502,30502129015,15,255
30502,30502129016,16,299
30502,30502129017,17,695
30502,30502129018,18,464
30502,30502129019,19,502
30601,30601130001,1,54
30601,30601130002,2,400
30601,30601130003,3,716
30601,30601130004,4,503
30601,30601130005,5,498
30601,30601130006,6,453
30601,30601130007,7,243
30601,30601130008,8,592
30601,30601130009,9,929
30601,30601130010,10,85
30601,30601130011,11,164
30601,30601130012,12,142
30602,30602131001,1,877
30602,30602131002,2,137
30602,30602131003,3,325
30602,30602131004,4,462
30602,30602131005,5,152
30602,30602131006,6,254
30602,30602131007,7,849
30602,30602131008,8,380
30602,30602131009,9,699
30701,30701132001,1,211
30701,30701132002,2,368
30701,30701132003,3,297
30701,30701132004,4,740
30701,30701132005,5,162
30701,30701132006,6,360
30701,30701132007,7,921
30702,30702133001,1,877
30702,30702133002,2,758
30702,30702133003,3,730
30703,30703134001,1,253
30703,30703134002,2,126
30703,30703134003,3,68
30703,30703134004,4,998
30801,30801135001,1,668
30801,30801135002,2,773
30801,30801135003,3,253
30801,30801135004,4,761
30801,30801135005,5,248
30801,30801135006,6,270
30801,30801135007,7,236
30801,30801135008,8,876
30801,30801135009,9,270
30801,30801135010,10,769
30801,30801135011,11,255
30802,30802136001,1,251
30802,30802136002,2,462
30802,30802136003,3,377
30802,30802136004,4,273
30802,30802136005,5,253
30802,30802136006,6,671
30802,30802136007,7,422
30802,30802136008,8,737
30802,30802136009,9,709
30802,30802136010,10,102
30802,30802136011,11,619
30802,30802136012,12,887
30802,30802136013,13,267
30803,30803137001,1,661
30803,30803137002,2,440
30803,30803137003,3,790
30803,30803137004,4,476
30803,30803137005,5,150
30803,30803137006,6,618
30803,30803137007,7,42
30803,30803137008,8,113
30901,30901138001,1,400
30901,30901138002,2,259
30901,30901138003,3,712
30901,30901138004,4,672
30901,30901138005,5,302
30901,30901138006,6,811
30901,30901138007,7,910
30901,30901138008,8,605
30901,30901138009,9,993
30901,30901138010,10,437
30901,30901138011,11,452
30901,30901138012,12,751
30901,30901138013,13,963
30901,30901138014,14,861
30901,30901138015,15,566
30901,30901138016,16,195
30901,30901138017,17,201
30901,30901138018,18,672
30901,30901138019,19,727
30901,30901138020,20,900
30902,30902139001,1,167
30902,30902139002,2,948
30902,30902139003,3,530
30902,30902139004,4,45
30902,30902139005,5,549
30902,30902139006,6,824
30902,30902139007,7,661
30902,30902139008,8,374
30902,30902139009,9,464
30902,30902139010,10,936
30902,30902139011,11,580
30902,30902139012,12,686
30902,30902139013,13,457
30902,30902139014,14,245
30902,30902139015,15,250
30902,30902139016,16,753
30902,30902139017,17,800
30903,30903140001,1,82
30903,30903140002,2,827
30903,30903140003,3,87
30903,30903140004,4,445
30903,30903140005,5,881
30903,30903140006,6,40
30904,30904141001,1,819
30904,30904141002,2,552
30904,30904141003,3,150
30904,30904141004,4,495
30904,30904141005,5,249
30904,30904141006,6,631
30904,30904141007,7,145
30904,30904141008,8,733
30904,30904141009,9,550
30904,30904141010,10,63
30904,30904141011,11,880
30904,30904141012,12,877
30904,30904141013,13,737
30904,30904141014,14,473
30904,30904141015,15,621
30904,30904141016,16,799
30904,30904141017,17,891
30904,30904141018,18,800
30905,30905142001,1,122
30905,30905142002,2,159
30905,30905142003,3,858
30905,30905142004,4,413
30905,30905142005,5,546
30905,30905142006,6,336
30905,30905142007,7,504
30905,30905142008,8,134
30905,30905142009,9,196
30905,30905142010,10,224
30905,30905142011,11,942
30905,30905142012,12,462
30905,30905142013,13,555
31001,31001143001,1,840
31001,31001143002,2,267
31001,31001143003,3,681
31001,31001143004,4,111
31001,31001143005,5,593
31001,31001143006,6,900
31001,31001143007,7,511
31001,31001143008,8,391
31001,31001143009,9,700
31001,31001143010,10,836
31001,31001143011,11,44
31001,31001143012,12,538
31001,31001143013,13,369
31002,31002144001,1,675
31002,31002144002,2,655
31002,31002144003,3,485
31002,31002144004,4,44
31002,31002144005,5,211
31002,31002144006,6,711
31002,31002144007,7,200
31002,31002144008,8,649
31002,31002144009,9,961
31002,31002144010,10,600
31002,31002144011,11,227
31002,31002144012,12,643
31002,31002144013,13,361
31002,31002144014,14,750
31003,31003145001,1,935
31003,31003145002,2,840
31003,31003145003,3,50
31003,31003145004,4,414
31101,31101146001,1,186
31101,31101146002,2,13
31101,31101146003,3,56
31101,31101146004,4,281
31101,31101146005,5,700
31101,31101146006,6,595
31101,31101146007,7,426
31101,31101146008,8,980
31101,31101146009,9,962
31101,31101146010,10,250
31101,31101146011,11,107
31101,31101146012,12,699
31101,31101146013,13,271
31101,31101146014,14,384
31101,31101146015,15,807
31101,31101146016,16,774
31101,31101146017,17,737
31201,31201147001,1,519
31201,31201147002,2,693
31202,31202148001,1,151
31202,31202148002,2,412
31202,31202148003,3,584
31202,31202148004,4,709
31202,31202148005,5,64
31202,31202148006,6,100
31202,31202148007,7,618
31202,31202148008,8,231
31202,31202148009,9,941
31202,31202148010,10,809
31202,31202148011,11,138
31203,31203149001,1,159
31203,31203149002,2,48
31203,31203149003,3,216
31203,31203149004,4,317
31203,31203149005,5,78
31203,31203149006,6,253
31203,31203149007,7,575
31204,31204150001,1,705
31204,31204150002,2,588
31204,31204150003,3,292
31204,31204150004,4,181
31204,31204150005,5,310
31204,31204150006,6,646
31204,31204150007,7,568
31204,31204150008,8,227
31204,31204150009,9,251
31204,31204150010,10,276
31204,31204150011,11,376
31204,31204150012,12,963
31204,31204150013,13,359
31205,31205151001,1,177
31205,31205151002,2,591
31205,31205151003,3,232
31205,31205151004,4,822
31205,31205151005,5,867
31205,31205151006,6,116
31206,31206152001,1,322
31206,31206152002,2,647
31206,31206152003,3,766
31206,31206152004,4,114
31206,31206152005,5,650
31206,31206152006,6,342
31206,31206152007,7,762
31206,31206152008,8,399
31206,31206152009,9,830
31301,31301153001,1,287
31301,31301153002,2,649
31301,31301153003,3,560
31301,31301153004,4,11
31301,31301153005,5,404
31301,31301153006,6,109
31301,31301153007,7,336
31301,31301153008,8,219
31301,31301153009,9,704
31301,31301153010,10,408
31302,31302154001,1,64
31302,31302154002,2,961
31302,31302154003,3,36
31302,31302154004,4,958
31302,31302154005,5,446
31302,31302154006,6,935
31302,31302154007,7,443
31303,31303155001,1,489
31303,31303155002,2,415
31303,31303155003,3,429
31303,31303155004,4,57
31303,31303155005,5,963
31303,31303155006,6,68
31401,31401156001,1,27
31401,31401156002,2,672
31401,31401156003,3,647
31401,31401156004,4,629
31401,31401156005,5,743
31401,31401156006,6,125
31401,31401156007,7,516
31401,31401156008,8,735
31401,31401156009,9,285
31401,31401156010,10,209
31401,31401156011,11,949
31401,31401156012,12,586
31401,31401156013,13,620
31402,31402157001,1,836
31402,31402157002,2,989
31402,31402157003,3,572
31403,31403158001,1,142
31403,31403158002,2,170
31403,31403158003,3,842
31403,31403158004,4,902
31403,31403158005,5,16
31403,31403158006,6,77
31403,31403158007,7,2
31403,31403158008,8,874
31403,31403158009,9,824
31403,31403158010,10,812
31403,31403158011,11,845
31403,31403158012,12,821
31403,31403158013,13,86
31403,31403158014,14,784
31403,31403158015,15,227
31403,31403158016,16,267
31403,31403158017,17,881
31404,31404159001,1,117
31404,31404159002,2,196
31404,31404159003,3,13
31404,31404159004,4,270
31404,31404159005,5,458
31404,31404159006,6,204
31404,31404159007,7,260
31404,31404159008,8,73
31404,31404159009,9,745
31404,31404159010,10,528
31404,31404159011,11,466
31404,31404159012,12,531
31404,31404159013,13,598
31404,31404159014,14,410
31404,31404159015,15,556
31404,31404159016,16,755
31404,31404159017,17,368
31404,31404159018,18,742
31404,31404159019,19,594
31404,31404159020,20,923
31405,31405160001,1,418
31405,31405160002,2,691
31405,31405160003,3,882
31405,31405160004,4,441
31405,31405160005,5,541
31405,31405160006,6,796
31405,31405160007,7,751
31405,31405160008,8,423
31405,31405160009,9,437
31405,31405160010,10,674
31501,31501161001,1,631
31501,31501161002,2,331
31501,31501161003,3,269
31501,31501161004,4,157
31501,31501161005,5,16
31501,31501161006,6,516
31501,31501161007,7,440
31501,31501161008,8,580
31501,31501161009,9,369
31501,31501161010,10,386
31501,31501161011,11,730
31501,31501161012,12,853
31501,31501161013,13,98
31501,31501161014,14,219
31501,31501161015,15,171
31601,31601162001,1,421
31601,31601162002,2,794
31601,31601162003,3,477
31601,31601162004,4,253
31601,31601162005,5,492
31601,31601162006,6,340
31601,31601162007,7,890
31601,31601162008,8,670
31601,31601162009,9,216
31601,31601162010,10,651
31601,31601162011,11,229
31601,31601162012,12,255
31601,31601162013,13,891
31601,31601162014,14,2
31601,31601162015,15,468
31601,31601162016,16,191
31601,31601162017,17,784
31601,31601162018,18,662
31601,31601162019,19,411
31601,31601162020,20,360
31602,31602163001,1,823
31602,31602163002,2,401
31602,31602163003,3,414
31602,31602163004,4,217
31602,31602163005,5,389
31602,31602163006,6,405
31602,31602163007,7,99
31602,31602163008,8,982
31602,31602163009,9,739
31602,31602163010,10,156
31602,31602163011,11,519
31602,31602163012,12,120
31602,31602163013,13,886
31602,31602163014,14,145
40101,40101164001,1,1
40101,40101164002,2,624
40101,40101164003,3,269
40101,40101164004,4,742
40101,40101164005,5,176
40101,40101164006,6,846
40101,40101164007,7,32
40101,40101164008,8,147
40101,40101164009,9,743
40101,40101164010,10,972
40101,40101164011,11,290
40101,40101164012,12,832
40101,40101164013,13,905
40101,40101164014,14,900
40101,40101164015,15,916
40101,40101164016,16,749
40101,40101164017,17,721
40101,40101164018,18,60
40101,40101164019,19,766
40102,40102165001,1,940
40102,40102165002,2,698
40102,40102165003,3,174
40102,40102165004,4,636
40102,40102165005,5,357
40103,40103166001,1,419
40103,40103166002,2,404
40103,40103166003,3,562
40103,40103166004,4,302
40103,40103166005,5,890
40103,40103166006,6,763
40104,40104167001,1,967
40104,40104167002,2,953
40104,40104167003,3,681
40104,40104167004,4,408
40104,40104167005,5,43
40201,40201168001,1,794
40201,40201168002,2,451
40201,40201168003,3,423
40201,40201168004,4,847
40201,40201168005,5,957
40202,40202169001,1,386
40202,40202169002,2,673
40202,40202169003,3,965
40202,40202169004,4,388
40202,40202169005,5,14
40202,40202169006,6,316
40202,40202169007,7,853
40202,40202169008,8,473
40202,40202169009,9,766
40202,40202169010,10,873
40202,40202169011,11,146
40202,40202169012,12,484
40301,40301170001,1,731
40301,40301170002,2,840
40301,40301170003,3,732
40301,40301170004,4,870
40301,40301170005,5,330
40301,40301170006,6,316
40301,40301170007,7,540
40301,40301170008,8,880
40301,40301170009,9,164
40301,40301170010,10,96
40301,40301170011,11,388
40301,40301170012,12,290
40302,40302171001,1,536
40302,40302171002,2,919
40302,40302171003,3,60
40302,40302171004,4,329
40302,40302171005,5,332
40302,40302171006,6,109
40302,40302171007,7,37
40302,40302171008,8,657
40302,40302171009,9,365
40302,40302171010,10,488
40302,40302171011,11,660
40401,40401172001,1,987
40401,40401172002,2,121
40401,40401172003,3,108
40401,40401172004,4,800
40401,40401172005,5,368
40402,40402173001,1,916
40402,40402173002,2,284
40402,40402173003,3,245
40402,40402173004,4,972
40402,40402173005,5,106
40501,40501174001,1,510
40501,40501174002,2,225
40501,40501174003,3,301
40501,40501174004,4,232
40502,40502175001,1,677
40502,40502175002,2,59
40502,40502175003,3,474
40502,40502175004,4,820
40502,40502175005,5,157
40503,40503176001,1,956
40503,40503176002,2,367
40504,40504177001,1,620
40504,40504177002,2,622
40504,40504177003,3,841
40504,40504177004,4,390
40504,40504177005,5,99
40504,40504177006,6,888
40504,40504177007,7,789
40504,40504177008,8,591
40505,40505178001,1,440
40505,40505178002,2,695
40505,40505178003,3,609
40505,40505178004,4,27
40505,40505178005,5,889
40505,40505178006,6,231
40505,40505178007,7,321
40505,40505178008,8,727
40505,40505178009,9,134
40505,40505178010,10,701
40505,40505178011,11,386
40505,40505178012,12,657
40505,40505178013,13,887
40505,40505178014,14,643
40505,40505178015,15,218
40505,40505178016,16,605
40505,40505178017,17,722
40505,40505178018,18,661
40505,40505178019,19,391
40601,40601179001,1,172
40601,40601179002,2,812
40601,40601179003,3,929
40601,40601179004,4,565
40601,40601179005,5,601
40601,40601179006,6,506
40601,40601179007,7,100
40601,40601179008,8,555
40601,40601179009,9,686
40601,40601179010,10,173
40601,40601179011,11,583
40601,40601179012,12,18
40601,40601179013,13,984
40601,40601179014,14,716
40601,40601179015,15,718
40601,40601179016,16,299
40601,40601179017,17,359
40601,40601179018,18,931
40601,40601179019,19,927
40601,40601179020,20,827
40602,40602180001,1,597
40602,40602180002,2,833
40602,40602180003,3,708
40602,40602180004,4,690
40602,40602180005,5,489
40602,40602180006,6,457
40602,40602180007,7,716
40602,40602180008,8,580
40602,40602180009,9,797
40602,40602180010,10,951
40602,40602180011,11,197
40602,40602180012,12,819
40602,40602180013,13,907
40602,40602180014,14,377
40602,40602180015,15,383
40602,40602180016,16,940
40602,40602180017,17,837
40602,40602180018,18,668
40602,40602180019,19,494
40602,40602180020,20,349
40603,40603181001,1,281
40701,40701182001,1,755
40701,40701182002,2,231
40701,40701182003,3,887
40701,40701182004,4,640
40701,40701182005,5,703
40701,40701182006,6,938
40701,40701182007,7,880
40701,40701182008,8,155
40701,40701182009,9,402
40701,40701182010,10,393
40701,40701182011,11,233
40701,40701182012,12,710
40701,40701182013,13,831
40701,40701182014,14,101
40701,40701182015,15,337
40701,40701182016,16,720
40702,40702183001,1,785
40702,40702183002,2,704
40702,40702183003,3,864
40702,40702183004,4,578
40702,40702183005,5,99
40702,40702183006,6,979
40702,40702183007,7,730
40702,40702183008,8,533
40702,40702183009,9,841
40801,40801184001,1,368
40802,40802185001,1,546
40802,40802185002,2,986
40802,40802185003,3,355
40802,40802185004,4,641
40802,40802185005,5,811
40802,40802185006,6,239
40802,40802185007,7,256
40802,40802185008,8,113
40802,40802185009,9,860
40802,40802185010,10,66
40802,40802185011,11,946
40802,40802185012,12,148
40901,40901186001,1,888
40901,40901186002,2,517
40901,40901186003,3,737
40901,40901186004,4,845
40901,40901186005,5,747
40901,40901186006,6,114
40901,40901186007,7,132
40901,40901186008,8,867
40901,40901186009,9,171
40901,40901186010,10,944
40901,40901186011,11,630
40901,40901186012,12,876
40901,40901186013,13,928
40902,40902187001,1,114
40902,40902187002,2,782
40902,40902187003,3,593
40902,40902187004,4,711
40902,40902187005,5,382
40902,40902187006,6,208
40902,40902187007,7,909
40903,40903188001,1,442
40903,40903188002,2,738
40903,40903188003,3,490
40903,40903188004,4,688
40903,40903188005,5,470
40903,40903188006,6,83
40903,40903188007,7,496
40903,40903188008,8,351
40903,40903188009,9,66
40903,40903188010,10,23
40903,40903188011,11,966
40903,40903188012,12,833
40903,40903188013,13,962
40903,40903188014,14,410
40903,40903188015,15,213
40903,40903188016,16,840
41001,41001189001,1,149
41001,41001189002,2,251
41001,41001189003,3,967
41001,41001189004,4,576
41001,41001189005,5,426
41001,41001189006,6,357
41001,41001189007,7,227
41101,41101190001,1,538
41101,41101190002,2,842
41101,41101190003,3,444
41101,41101190004,4,205
41101,41101190005,5,50
41201,41201191001,1,636
41201,41201191002,2,917
41202,41202192001,1,349
41202,41202192002,2,398
41202,41202192003,3,249
41202,41202192004,4,598
41202,41202192005,5,403
41202,41202192006,6,998
41202,41202192007,7,48
41202,41202192008,8,695
41202,41202192009,9,316
41202,41202192010,10,539
41202,41202192011,11,320
41202,41202192012,12,143
41202,41202192013,13,167
41202,41202192014,14,821
41202,41202192015,15,427
41202,41202192016,16,352
41301,41301193001,1,179
41301,41301193002,2,106
41301,41301193003,3,242
41301,41301193004,4,616
41301,41301193005,5,476
41301,41301193006,6,74
41301,41301193007,7,970
41301,41301193008,8,848
41301,41301193009,9,5
41301,41301193010,10,890
41301,41301193011,11,837
41301,41301193012,12,613
41301,41301193013,13,8
41301,41301193014,14,24
41301,41301193015,15,665
41301,41301193016,16,155
41401,41401194001,1,785
41401,41401194002,2,63
41401,41401194003,3,637
41401,41401194004,4,65
41401,41401194005,5,287
41501,41501195001,1,994
41501,41501195002,2,99
41501,41501195003,3,222
41501,41501195004,4,131
41501,41501195005,5,939
41501,41501195006,6,417
41501,41501195007,7,126
41501,41501195008,8,615
41501,41501195009,9,782
41501,41501195010,10,881
41501,41501195011,11,778
41501,41501195012,12,889
41501,41501195013,13,48
41501,41501195014,14,135
41502,41502196001,1,190
41502,41502196002,2,457
41502,41502196003,3,15
41502,41502196004,4,636
41502,41502196005,5,700
41502,41502196006,6,337
41502,41502196007,7,961
41502,41502196008,8,517
41502,41502196009,9,306
41502,41502196010,10,971
41502,41502196011,11,411
41502,41502196012,12,472
41503,41503197001,1,225
41503,41503197002,2,378
41503,41503197003,3,754
41503,41503197004,4,901
41503,41503197005,5,327
41601,41601198001,1,775
41601,41601198002,2,229
41601,41601198003,3,670
41601,41601198004,4,215
41601,41601198005,5,252
50101,50101199001,1,750
50101,50101199002,2,849
50101,50101199003,3,524
50101,50101199004,4,423
50101,50101199005,5,84
50101,50101199006,6,707
50101,50101199007,7,836
50101,50101199008,8,290
50101,50101199009,9,523
50101,50101199010,10,471
50101,50101199011,11,991
50101,50101199012,12,120
50101,50101199013,13,21
50101,50101199014,14,103
50101,50101199015,15,559
50102,50102200001,1,206
50102,50102200002,2,872
50102,50102200003,3,972
50102,50102200004,4,368
50102,50102200005,5,65
50102,50102200006,6,308
50102,50102200007,7,580
50102,50102200008,8,363
50102,50102200009,9,649
50102,50102200010,10,811
50102,50102200011,11,79
50102,50102200012,12,112
50102,50102200013,13,941
50102,50102200014,14,770
50102,50102200015,15,154
50103,50103201001,1,849
50103,50103201002,2,559
50103,50103201003,3,848
50103,50103201004,4,577
50103,50103201005,5,384
50103,50103201006,6,597
50103,50103201007,7,708
50103,50103201008,8,958
50103,50103201009,9,552
50103,50103201010,10,475
50103,50103201011,11,471
50103,50103201012,12,26
50103,50103201013,13,639
50103,50103201014,14,69
50103,50103201015,15,148
50103,50103201016,16,515
50103,50103201017,17,421
50103,50103201018,18,251
50103,50103201019,19,865
50104,50104202001,1,771
50104,50104202002,2,499
50104,50104202003,3,542
50201,50201203001,1,718
50201,50201203002,2,893
50201,50201203003,3,610
50201,50201203004,4,848
50201,50201203005,5,193
50201,50201203006,6,115
50201,50201203007,7,825
50201,50201203008,8,854
50201,50201203009,9,880
50201,50201203010,10,231
50201,50201203011,11,68
50201,50201203012,12,567
50201,50201203013,13,255
50201,50201203014,14,159
50201,50201203015,15,437
50201,50201203016,16,35
50202,50202204001,1,757
50202,50202204002,2,967
50202,50202204003,3,250
50202,50202204004,4,438
50202,50202204005,5,920
50202,50202204006,6,712
50202,50202204007,7,272
50202,50202204008,8,552
50203,50203205001,1,153
50203,50203205002,2,586
50203,50203205003,3,385
50203,50203205004,4,674
50203,50203205005,5,551
50203,50203205006,6,856
50203,50203205007,7,334
50203,50203205008,8,109
50203,50203205009,9,289
50203,50203205010,10,267
50203,50203205011,11,542
50203,50203205012,12,148
50203,50203205013,13,906
50203,50203205014,14,97
50203,50203205015,15,680
50203,50203205016,16,79
50203,50203205017,17,202
50203,50203205018,18,262
50204,50204206001,1,343
50204,50204206002,2,92
50204,50204206003,3,246
50204,50204206004,4,22
50301,50301207001,1,377
50301,50301207002,2,564
50302,50302208001,1,749
50302,50302208002,2,449
50302,50302208003,3,501
50302,50302208004,4,955
50302,50302208005,5,624
50302,50302208006,6,793
50302,50302208007,7,627
50302,50302208008,8,695
50303,50303209001,1,527
50303,50303209002,2,512
50303,50303209003,3,12
50303,50303209004,4,99
50303,50303209005,5,461
50303,50303209006,6,290
50303,50303209007,7,810
50303,50303209008,8,575
50303,50303209009,9,836
50303,50303209010,10,122
50303,50303209011,11,148
50401,50401210001,1,801
50401,50401210002,2,888
50401,50401210003,3,869
50402,50402211001,1,385
50402,50402211002,2,763
50402,50402211003,3,392
50403,50403212001,1,170
50403,50403212002,2,864
50403,50403212003,3,997
50403,50403212004,4,620
50403,50403212005,5,902
50403,50403212006,6,635
50403,50403212007,7,162
50404,50404213001,1,357
50404,50404213002,2,471
50405,50405214001,1,391
50405,50405214002,2,715
50405,50405214003,3,970
50405,50405214004,4,68
50405,50405214005,5,149
50405,50405214006,6,69
50405,50405214007,7,558
50405,50405214008,8,706
50405,50405214009,9,859
50405,50405214010,10,719
50405,50405214011,11,3
50405,50405214012,12,276
50405,50405214013,13,920
50501,50501215001,1,334
50501,50501215002,2,381
50501,50501215003,3,421
50501,50501215004,4,384
50501,50501215005,5,904
50501,50501215006,6,84
50501,50501215007,7,466
50501,50501215008,8,888
50502,50502216001,1,274
50502,50502216002,2,67
50502,50502216003,3,828
50502,50502216004,4,498
50502,50502216005,5,576
50502,50502216006,6,843
50502,50502216007,7,195
50502,50502216008,8,847
50601,50601217001,1,758
50602,50602218001,1,189
50602,50602218002,2,596
50602,50602218003,3,522
50602,50602218004,4,292
50602,50602218005,5,743
50602,50602218006,6,129
50602,50602218007,7,917
50602,50602218008,8,798
50602,50602218009,9,753
50602,50602218010,10,961
50701,50701219001,1,638
50701,50701219002,2,281
50701,50701219003,3,159
50701,50701219004,4,846
50701,50701219005,5,741
50701,50701219006,6,792
50701,50701219007,7,969
50701,50701219008,8,105
50701,50701219009,9,189
50701,50701219010,10,490
50701,50701219011,11,704
50701,50701219012,12,490
50701,50701219013,13,553
50701,50701219014,14,327
50702,50702220001,1,630
50702,50702220002,2,622
50702,50702220003,3,183
50702,50702220004,4,695
50702,50702220005,5,815
50702,50702220006,6,354
50702,50702220007,7,927
50702,50702220008,8,52
50702,50702220009,9,601
50702,50702220010,10,518
50801,50801221001,1,969
50801,50801221002,2,215
50801,50801221003,3,955
50802,50802222001,1,483
50802,50802222002,2,659
50802,50802222003,3,36
50802,50802222004,4,177
50802,50802222005,5,345
50802,50802222006,6,957
50802,50802222007,7,564
50802,50802222008,8,923
50802,50802222009,9,772
50802,50802222010,10,268
50802,50802222011,11,956
50802,50802222012,12,180
50802,50802222013,13,830
50802,50802222014,14,708
50802,50802222015,15,53
50802,50802222016,16,671
50802,50802222017,17,199
50802,50802222018,18,789
50802,50802222019,19,825
50802,50802222020,20,718
50901,50901223001,1,194
50901,50901223002,2,922
50901,50901223003,3,530
50901,50901223004,4,641
50902,50902224001,1,354
50902,50902224002,2,82
50902,50902224003,3,601
50902,50902224004,4,31
50902,50902224005,5,680
50902,50902224006,6,535
50902,50902224007,7,796
50902,50902224008,8,863
50902,50902224009,9,288
50902,50902224010,10,369
50902,50902224011,11,21
50902,50902224012,12,59
51001,51001225001,1,662
51001,51001225002,2,891
51001,51001225003,3,91
51001,51001225004,4,550
51001,51001225005,5,341
51001,51001225006,6,710
51001,51001225007,7,474
51001,51001225008,8,64
51001,51001225009,9,626
51001,51001225010,10,925
51001,51001225011,11,483
51001,51001225012,12,630
51001,51001225013,13,293
51001,51001225014,14,393
51001,51001225015,15,898
51001,51001225016,16,737
51001,51001225017,17,763
51001,51001225018,18,963
51002,51002226001,1,959
51002,51002226002,2,736
51002,51002226003,3,503
51002,51002226004,4,27
51002,51002226005,5,125
51002,51002226006,6,376
51002,51002226007,7,988
51002,51002226008,8,976
51002,51002226009,9,561
51002,51002226010,10,119
51003,51003227001,1,195
51003,51003227002,2,533
51003,51003227003,3,894
51003,51003227004,4,866
51003,51003227005,5,745
51003,51003227006,6,298
51003,51003227007,7,171
51003,51003227008,8,294
51003,51003227009,9,354
51003,51003227010,10,503
51003,51003227011,11,863
51003,51003227012,12,5
51003,51003227013,13,126
