acta_id,departamento,provincia,municipio,recinto,mesa,candidato_1,candidato_2,candidato_3,candidato_4,votos_nulos,votos_blancos,total_votos,ciudadanos_habilitados,observacion
ACTA-2020300509006,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509006,72,66,18,517,39,37,749,914,
ACTA-2020300509007,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509007,223,124,38,252,47,71,755,776,
ACTA-2020300509008,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509008,178,64,3,226,55,105,631,695,
ACTA-2020300509009,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509009,1,59,32,245,40,27,404,427,
ACTA-2020300509010,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509010,96,31,47,543,9,36,762,920,
ACTA-2020300509011,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509011,2,3,2,19,1,2,29,35,
ACTA-2020300509012,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509012,63,33,5,69,8,3,181,200,
ACTA-2020300509013,La Paz,Omasuyos,Chua Cocani,U.E. Humberto Portocarrero,2020300509013,14,21,0,121,1,12,169,182,
ACTA-2020300522001,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522001,192,85,22,192,18,76,585,637,
ACTA-2020300522002,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522002,17,8,2,25,1,10,63,67,
ACTA-2020300522003,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522003,219,26,39,252,18,32,586,609,
ACTA-2020300522004,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522004,15,19,13,117,0,15,179,213,
ACTA-2020300522005,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522005,174,29,36,222,12,65,538,610,
ACTA-2020300522006,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522006,41,20,4,97,9,5,176,202,
ACTA-2020300522007,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522007,119,11,26,150,37,21,364,391,
ACTA-2020300522008,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522008,83,18,9,84,14,36,244,271,
ACTA-2020300522009,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522009,91,25,27,224,21,20,408,487,
ACTA-2020300522010,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522010,66,107,59,391,74,49,746,791,
ACTA-2020300522011,La Paz,Omasuyos,Chua Cocani,Instituto Eduardo Laredo,2020300522011,205,32,61,328,38,123,787,890,
ACTA-2020400533001,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533001,69,53,25,166,8,15,336,429,
ACTA-2020400533002,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533002,102,12,24,255,49,48,490,522,
ACTA-2020400533003,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533003,14,5,3,11,3,1,37,44,
ACTA-2020400533004,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533004,78,10,13,95,14,12,222,223,
ACTA-2020400533005,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533005,14,13,19,156,9,30,241,242,
ACTA-2020400533006,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533006,223,60,15,344,9,52,703,749,
ACTA-2020400533007,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533007,141,58,3,143,18,22,385,442,
ACTA-2020400533008,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533008,46,65,19,406,15,8,559,587,
ACTA-2020400533009,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533009,29,8,11,138,24,15,225,267,
ACTA-2020400533010,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533010,57,2,0,57,8,2,126,149,
ACTA-2020400533011,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533011,235,120,13,257,32,73,730,771,
ACTA-2020400533012,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533012,30,4,4,41,5,4,88,112,
ACTA-2020400533013,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533013,59,2,23,207,16,21,328,410,
ACTA-2020400533014,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533014,47,68,0,320,48,58,541,590,
ACTA-2020400533015,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533015,129,50,3,81,21,17,301,330,
ACTA-2020400533016,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533016,76,44,11,132,4,55,322,386,
ACTA-2020400533017,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533017,34,8,2,28,2,7,81,82,
ACTA-2020400533018,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533018,1,2,14,145,4,18,184,214,
ACTA-2020400533019,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533019,0,12,5,140,5,11,173,221,
ACTA-2020400533020,La Paz,Omasuyos,Huarina,Escuela Walter Vallejo,2020400533020,42,4,2,38,12,17,115,126,
ACTA-2020600553001,La Paz,Omasuyos,Huatajata,Escuela Gualberto Villarroel,2020600553001,154,42,15,409,21,45,686,784,
ACTA-2020600553002,La Paz,Omasuyos,Huatajata,Escuela Gualberto Villarroel,2020600553002,12,31,16,142,13,45,259,289,
ACTA-2020600553003,La Paz,Omasuyos,Huatajata,Escuela Gualberto Villarroel,2020600553003,82,34,10,432,27,106,691,884,
ACTA-2020600556001,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556001,126,41,35,169,4,9,384,490,
ACTA-2020600556002,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556002,39,3,4,61,1,12,120,121,
ACTA-2020600556003,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556003,155,114,20,387,10,1,687,705,
ACTA-2020600556004,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556004,12,16,4,80,7,22,141,153,
ACTA-2020600556005,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556005,80,24,10,50,15,34,213,222,
ACTA-2020600556006,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556006,80,3,17,82,6,23,211,256,
ACTA-2020600556007,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556007,1,5,4,47,4,9,70,83,
ACTA-2020600556008,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556008,12,112,45,421,42,32,664,725,
ACTA-2020600556009,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556009,75,91,7,299,40,34,546,621,
ACTA-2020600556010,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556010,4,27,5,146,8,14,204,218,
ACTA-2020600556011,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556011,0,88,45,341,10,86,570,631,
ACTA-2020600556012,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556012,35,7,0,64,9,18,133,138,
ACTA-2020600556013,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556013,231,45,60,371,27,135,869,887,
ACTA-2020600556014,La Paz,Omasuyos,Huatajata,Unidad Educativa 1ro de Mayo,2020600556014,7,11,1,72,9,2,102,112,
ACTA-2020600570001,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570001,145,49,6,285,49,65,599,711,
ACTA-2020600570002,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570002,41,40,1,450,11,0,543,597,
ACTA-2020600570003,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570003,165,16,15,225,31,10,462,524,
ACTA-2020600570004,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570004,215,148,64,374,43,29,873,878,
ACTA-2020600570005,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570005,53,0,4,54,14,19,144,169,
ACTA-2020600570006,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570006,2,52,22,452,40,30,598,728,
ACTA-2020600570007,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570007,119,117,24,473,43,43,819,911,
ACTA-2020600570008,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570008,2,0,0,7,0,0,9,9,
ACTA-2020600570009,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570009,215,1,0,287,35,45,583,660,
ACTA-2020600570010,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570010,19,1,0,134,21,35,210,245,
ACTA-2020600570011,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570011,16,9,2,45,7,4,83,96,
ACTA-2020600570012,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570012,76,34,7,82,5,22,226,260,
ACTA-2020600570013,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570013,34,46,2,249,34,44,409,510,
ACTA-2020600570014,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570014,55,54,9,186,34,9,347,415,
ACTA-2020600570015,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570015,224,11,22,250,44,18,569,600,
ACTA-2020600570016,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570016,7,94,41,355,13,29,539,549,
ACTA-2020600570017,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570017,33,18,11,57,1,22,142,151,
ACTA-2020600570018,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570018,124,20,51,398,26,18,637,655,
ACTA-2020600570019,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570019,136,3,44,489,35,63,770,850,
ACTA-2020600570020,La Paz,Omasuyos,Huatajata,U.E. Lacolaconi,2020600570020,170,45,11,268,70,79,643,780,
ACTA-2030100590001,La Paz,Pacajes,Coro Coro,Unidad Educativa La Sagrada Familia,2030100590001,73,82,25,253,12,58,503,564,
ACTA-2030100591001,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591001,30,1,2,111,2,23,169,180,
ACTA-2030100591002,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591002,63,25,0,106,8,46,248,301,
ACTA-2030100591003,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591003,36,101,46,561,16,29,789,877,
ACTA-2030100591004,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591004,180,85,36,322,22,8,653,767,
ACTA-2030100591005,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591005,71,40,18,118,2,27,276,330,
ACTA-2030100591006,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591006,55,26,3,141,24,48,297,378,
ACTA-2030100591007,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591007,71,28,22,133,26,24,304,363,
ACTA-2030100591008,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591008,23,9,3,20,7,8,70,88,
ACTA-2030100591009,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591009,59,9,1,69,1,12,151,159,
ACTA-2030100591010,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591010,28,53,27,325,3,16,452,541,
ACTA-2030100591011,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591011,8,8,0,76,0,18,110,124,
ACTA-2030100591012,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591012,47,19,10,56,3,14,149,178,
ACTA-2030100591013,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591013,51,40,5,367,48,40,551,566,
ACTA-2030100591014,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591014,251,14,41,280,55,4,645,823,
ACTA-2030100591015,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591015,20,33,1,126,0,29,209,212,
ACTA-2030100591016,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591016,61,16,11,38,6,29,161,189,
ACTA-2030100591017,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591017,96,26,14,162,40,41,379,460,
ACTA-2030100591018,La Paz,Pacajes,Coro Coro,Escuela La Estrella (San Gabriel),2030100591018,16,17,6,103,6,7,155,190,
ACTA-2030200609001,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609001,168,5,22,156,28,9,388,497,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados
ACTA-2030200609002,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609002,87,108,37,475,5,61,773,853,
ACTA-2030200609003,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609003,160,33,36,215,71,109,624,730,
ACTA-2030200609004,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609004,54,16,6,103,10,2,191,240,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.
ACTA-2030200609005,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609005,123,33,33,267,23,3,482,501,
ACTA-2030200609006,La Paz,Pacajes,Caquiaviri,Unidad Educativa Ivirizu Vandiola,2030200609006,100,26,18,93,14,13,264,269,
ACTA-2030200615001,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615001,155,106,46,243,48,134,732,878,
ACTA-2030200615002,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615002,2,1,0,6,0,1,10,12,
ACTA-2030200615003,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615003,17,0,4,23,3,5,52,59,
ACTA-2030200615004,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615004,289,70,2,249,15,12,637,771,
ACTA-2030200615005,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615005,37,17,36,373,22,52,537,643,
ACTA-2030200615006,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615006,65,38,37,376,16,105,637,729,
ACTA-2030200615007,La Paz,Pacajes,Caquiaviri,Escuela Dr. Demetrio Canelas,2030200615007,15,15,12,226,3,53,324,353,
ACTA-2030200622001,La Paz,Pacajes,Caquiaviri,U.E. Patria Nueva,2030200622001,68,75,7,447,12,35,644,792,
ACTA-2030300623001,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623001,102,58,9,144,4,23,340,398,
ACTA-2030300623002,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623002,0,26,5,176,13,11,231,291,
ACTA-2030300623003,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623003,7,39,2,152,3,14,217,221,
ACTA-2030300623004,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623004,2,8,2,262,8,6,288,288,
ACTA-2030300623005,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623005,239,59,1,198,9,23,529,624,
ACTA-2030300623006,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623006,65,14,10,89,4,6,188,200,
ACTA-2030300623007,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623007,70,40,39,446,24,46,665,842,
ACTA-2030300623008,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623008,146,93,22,392,26,44,723,785,
ACTA-2030300623009,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623009,70,13,3,139,1,19,245,252,
ACTA-2030300623010,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623010,67,0,21,187,19,67,361,433,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.
ACTA-2030300623011,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623011,22,2,18,313,18,25,398,411,
ACTA-2030300623012,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623012,14,25,13,205,19,52,328,371,
ACTA-2030300623013,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623013,263,105,30,216,34,74,722,783,
ACTA-2030300623014,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623014,304,92,54,181,21,93,745,829,
ACTA-2030300623015,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623015,136,96,35,483,45,46,841,880,
ACTA-2030300623016,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623016,91,51,31,497,69,26,765,950,
ACTA-2030300623017,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623017,54,17,4,63,4,27,169,182,
ACTA-2030300623018,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623018,11,58,8,634,3,36,750,830,
ACTA-2030300623019,La Paz,Pacajes,Calacoto,Unidad Educativa Simon Bolivar (Sumunpaya),2030300623019,43,103,21,516,9,71,763,820,
ACTA-2030300642001,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642001,17,8,2,35,3,13,78,99,
ACTA-2030300642002,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642002,53,38,24,233,29,35,412,515,
ACTA-2030300642003,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642003,49,17,8,25,5,23,127,162,
ACTA-2030300642004,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642004,36,46,22,252,20,20,396,403,
ACTA-2030300642005,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642005,22,19,13,131,21,11,217,277,
ACTA-2030300642006,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642006,1,1,1,26,1,6,36,42,
ACTA-2030300642007,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642007,176,14,36,219,6,11,462,579,
ACTA-2030300642008,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642008,187,87,55,546,0,54,929,979,
ACTA-2030300642009,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642009,2,0,0,4,0,0,6,7,
ACTA-2030300642010,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642010,21,10,8,68,9,0,116,126,
ACTA-2030300642011,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642011,21,1,5,28,6,8,69,69,
ACTA-2030300642012,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642012,57,41,6,555,24,29,712,762,
ACTA-2030300642013,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642013,61,9,5,56,10,7,148,170,
ACTA-2030300642014,La Paz,Pacajes,Calacoto,Escuela Gualberto Villarroel,2030300642014,10,17,6,303,41,42,419,502,
ACTA-2030300656001,La Paz,Pacajes,Calacoto,U.E. Simon I. Patioo,2030300656001,57,31,17,104,27,12,248,287,
ACTA-2030300656002,La Paz,Pacajes,Calacoto,U.E. Simon I. Patioo,2030300656002,244,75,57,310,23,24,733,829,
ACTA-2030300656003,La Paz,Pacajes,Calacoto,U.E. Simon I. Patioo,2030300656003,12,6,0,144,16,38,216,247,
ACTA-2030300656004,La Paz,Pacajes,Calacoto,U.E. Simon I. Patioo,2030300656004,152,101,36,240,60,43,632,795,
ACTA-2030300656005,La Paz,Pacajes,Calacoto,U.E. Simon I. Patioo,2030300656005,64,16,14,167,25,59,345,403,
ACTA-2030500661001,La Paz,Pacajes,Chara�a,Unidad Educativa 14 de Septiembre,2030500661001,124,54,11,176,5,17,387,417,
ACTA-2030500661002,La Paz,Pacajes,Chara�a,Unidad Educativa 14 de Septiembre,2030500661002,163,22,48,417,63,96,809,827,
ACTA-2030500661003,La Paz,Pacajes,Chara�a,Unidad Educativa 14 de Septiembre,2030500661003,206,1,23,480,16,50,776,880,
ACTA-2030500664001,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664001,64,62,19,173,17,48,383,403,
ACTA-2030500664002,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664002,19,81,48,360,68,86,662,797,
ACTA-2030500664003,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664003,274,50,0,305,55,123,807,938,
ACTA-2030500664004,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664004,92,77,47,452,15,90,773,867,
ACTA-2030500664005,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664005,166,6,24,150,27,3,376,472,
ACTA-2030500664006,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664006,1,0,0,4,0,0,5,5,
ACTA-2030500664007,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664007,25,7,12,201,3,10,258,313,
ACTA-2030500664008,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664008,83,20,13,64,26,37,243,291,
ACTA-2030500664009,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664009,80,37,56,397,36,119,725,914,
ACTA-2030500664010,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664010,72,38,14,136,12,1,273,321,
ACTA-2030500664011,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664011,28,37,24,183,18,42,332,365,
ACTA-2030500664012,La Paz,Pacajes,Chara�a,U.E. Serrano,2030500664012,115,26,13,235,0,20,409,473,
ACTA-2030600676001,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676001,173,15,20,240,49,24,521,525,
ACTA-2030600676002,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676002,238,61,5,290,7,44,645,747,
ACTA-2030600676003,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676003,146,18,18,137,19,6,344,357,
ACTA-2030600676004,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676004,89,26,2,100,10,31,258,275,
ACTA-2030600676005,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676005,89,97,45,462,31,108,832,875,
ACTA-2030600676006,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676006,235,77,5,281,31,13,642,743,
ACTA-2030600676007,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676007,166,74,15,161,42,32,490,584,
ACTA-2030600676008,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676008,6,6,3,44,8,8,75,90,
ACTA-2030600676009,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676009,48,22,12,59,17,0,158,194,
ACTA-2030600676010,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676010,134,74,6,236,3,48,501,504,
ACTA-2030600676011,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676011,157,71,32,187,66,33,546,696,
ACTA-2030600676012,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676012,148,2,18,191,15,53,427,547,
ACTA-2030600676013,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676013,48,14,9,106,6,18,201,202,
ACTA-2030600676014,La Paz,Pacajes,Waldo Ballivi�n,Unidad Educativa Molinero,2030600676014,95,66,22,573,25,92,873,880,
ACTA-2030700690001,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690001,227,51,17,166,58,23,542,607,
ACTA-2030700690002,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690002,32,60,10,231,10,6,349,352,
ACTA-2030700690003,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690003,198,29,3,277,11,94,612,695,
ACTA-2030700690004,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690004,6,3,1,34,1,8,53,60,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados
ACTA-2030700690005,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690005,61,26,24,303,6,34,454,566,
ACTA-2030700690006,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690006,236,59,4,188,17,65,569,608,
ACTA-2030700690007,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690007,157,51,3,153,28,28,420,439,
ACTA-2030700690008,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690008,104,32,22,209,3,36,406,471,
ACTA-2030700690009,La Paz,Pacajes,Nazacara de Pacajes,U.E. Abraham Flores Velasquez,2030700690009,148,100,33,467,58,62,868,895,Ausencia de delegados sin justificación: Casos donde se impidió el acceso o la firma de delegados de organizaciones políticas debidamente acreditados
ACTA-2030700699001,La Paz,Pacajes,Nazacara de Pacajes,U.E. Cuatro Esquinas,2030700699001,5,8,8,118,12,28,179,223,
ACTA-2030700699002,La Paz,Pacajes,Nazacara de Pacajes,U.E. Cuatro Esquinas,2030700699002,147,127,67,451,38,18,848,940,
ACTA-2030700699003,La Paz,Pacajes,Nazacara de Pacajes,U.E. Cuatro Esquinas,2030700699003,1,18,3,81,1,0,104,111,
ACTA-2030800702001,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702001,294,44,45,259,51,17,710,749,
ACTA-2030800702002,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702002,14,30,22,169,13,22,270,280,
ACTA-2030800702003,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702003,10,101,1,601,15,148,876,969,
ACTA-2030800702004,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702004,65,13,7,629,4,48,766,775,
ACTA-2030800702005,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702005,44,31,29,585,95,53,837,980,
ACTA-2030800702006,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702006,320,88,34,344,37,46,869,929,
ACTA-2030800702007,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702007,155,44,25,125,49,42,440,548,
ACTA-2030800702008,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702008,68,20,8,125,1,41,263,330,
ACTA-2030800702009,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702009,24,25,32,575,54,89,799,911,
ACTA-2030800702010,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702010,87,18,15,111,3,18,252,276,
ACTA-2030800702011,La Paz,Pacajes,Callapa,U.E. Prof. Benedicto Duron Ortoz,2030800702011,20,36,21,176,21,11,285,314,
